country,city,iso3,iso3_cit,eiu_region,year,value,rank
Denmark,Copenhagen,DNK,DNK_COP,Western Europe,2025,98.0,1
Austria,Vienna,AUT,AUT_VIE,Western Europe,2025,97.1,2
Switzerland,Zurich,CHE,CHE_ZUR,Western Europe,2025,97.1,2
Australia,Melbourne,AUS,AUS_MEL,Asia & Australasia,2025,97.0,4
Switzerland,Geneva,CHE,CHE_GEN,Western Europe,2025,96.8,5
Australia,Sydney,AUS,AUS_SYD,Asia & Australasia,2025,96.6,6
Japan,Osaka,JPN,JPN_OSA,Asia & Australasia,2025,96.0,7
New Zealand,Auckland,NZL,NZL_AUC,Asia & Australasia,2025,96.0,7
Australia,Adelaide,AUS,AUS_ADE,Asia & Australasia,2025,95.9,9
Canada,Vancouver,CAN,CAN_VAN,North America,2025,95.8,10
Finland,Helsinki,FIN,FIN_HEL,Western Europe,2025,95.6,11
Luxembourg,Luxembourg,LUX,LUX_LUX,Western Europe,2025,95.6,11
Japan,Tokyo,JPN,JPN_TOK,Asia & Australasia,2025,95.5,13
Australia,Perth,AUS,AUS_PER,Asia & Australasia,2025,95.2,14
Australia,Brisbane,AUS,AUS_BRI,Asia & Australasia,2025,95.0,15
Canada,Toronto,CAN,CAN_TOR,North America,2025,94.9,16
Germany,Frankfurt,DEU,DEU_FRA,Western Europe,2025,94.9,16
Canada,Calgary,CAN,CAN_CAL,North America,2025,94.7,18
Canada,Montreal,CAN,CAN_MON,North America,2025,93.8,19
New Zealand,Wellington,NZL,NZL_WEL,Asia & Australasia,2025,93.7,20
Germany,Berlin,DEU,DEU_BER,Western Europe,2025,93.6,21
France,Paris,FRA,FRA_PAR,Western Europe,2025,93.6,21
US,Honolulu,USA,USA_HON,North America,2025,93.4,23
Norway,Oslo,NOR,NOR_OSL,Western Europe,2025,93.4,23
Netherlands,Amsterdam,NLD,NLD_AMS,Western Europe,2025,93.3,25
Singapore,Singapore,SGP,SGP_SIN,Asia & Australasia,2025,92.9,26
Germany,Munich,DEU,DEU_MUN,Western Europe,2025,92.7,27
Germany,Hamburg,DEU,DEU_HAM,Western Europe,2025,92.7,27
US,Atlanta,USA,USA_ATL,North America,2025,92.3,29
Germany,Stuttgart,DEU,DEU_STU,Western Europe,2025,92.1,30
US,Pittsburgh,USA,USA_PIT,North America,2025,92.1,30
Hungary,Budapest,HUN,HUN_BUD,Eastern Europe,2025,92.0,32
Germany,Dusseldorf,DEU,DEU_DUS,Western Europe,2025,91.9,33
US,Seattle,USA,USA_SEA,North America,2025,91.6,34
Belgium,Brussels,BEL,BEL_BRU,Western Europe,2025,91.4,35
Spain,Barcelona,ESP,ESP_BAR,Western Europe,2025,91.4,35
France,Lyon,FRA,FRA_LYO,Western Europe,2025,91.3,37
US,"Washington, DC",USA,USA_WAS,North America,2025,91.2,38
Ireland,Dublin,IRL,IRL_DUB,Western Europe,2025,91.1,39
US,Chicago,USA,USA_CHI,North America,2025,91.1,39
Spain,Madrid,ESP,ESP_MAD,Western Europe,2025,91.1,39
Sweden,Stockholm,SWE,SWE_STO,Western Europe,2025,90.8,42
US,Boston,USA,USA_BOS,North America,2025,90.5,43
US,Miami,USA,USA_MIA,North America,2025,90.4,44
US,Portland,USA,USA_POR,North America,2025,90.4,44
Hong Kong,Hong Kong,HKG,CHN_HON,Asia & Australasia,2025,90.4,44
US,San Francisco,USA,USA_SAN,North America,2025,90.3,47
US,Minneapolis,USA,USA_MIN,North America,2025,90.2,48
Italy,Milan,ITA,ITA_MIL,Western Europe,2025,89.5,49
US,Charlotte,USA,USA_CHA,North America,2025,89.4,50
US,Indianapolis,USA,USA_IND,North America,2025,89.4,50
UK,Manchester,GBR,GBR_MAN,Western Europe,2025,89.3,52
Netherlands,Rotterdam,NLD,NLD_ROT,Western Europe,2025,89.3,52
UK,London,GBR,GBR_LON,Western Europe,2025,89.2,54
Iceland,Reykjavik,ISL,ISL_REY,Western Europe,2025,89.2,54
US,"Fort Lee, NJ",USA,USA_FTL,North America,2025,88.7,56
US,Los Angeles,USA,USA_LOS,North America,2025,88.6,57
US,Cleveland,USA,USA_CLE,North America,2025,88.5,58
South Korea,Seoul,KOR,KOR_SEO,Asia & Australasia,2025,88.5,58
Portugal,Lisbon,PRT,PRT_LIS,Western Europe,2025,88.3,60
US,San Diego,USA,USA_SDG,North America,2025,88.1,61
Italy,Rome,ITA,ITA_ROM,Western Europe,2025,87.7,62
US,Houston,USA,USA_HOU,North America,2025,87.6,63
United Kingdom,Edinburgh,GBR,GBR_EDI,Western Europe,2025,87.3,64
South Korea,Busan,KOR,KOR_BUS,Asia & Australasia,2025,86.7,65
US,Detroit,USA,USA_DET,North America,2025,86.3,66
Czech Rep,Prague,CZE,CZE_PRA,Eastern Europe,2025,85.6,67
Slovakia,Bratislava,SVK,SVK_BRA,Eastern Europe,2025,85.5,68
Taiwan,Taipei,TWN,TWN_TAI,Asia & Australasia,2025,85.4,69
US,New York,USA,USA_NEW,North America,2025,85.4,69
US,Lexington,USA,USA_LEX,North America,2025,84.4,71
UAE,Abu Dhabi,ARE,ARE_ABU,Middle East & North Africa,2025,83.3,72
Taiwan,"Kaohsiung, Metro",TWN,TWN_KAO,Asia & Australasia,2025,82.9,73
Argentina,Buenos Aires,ARG,ARG_BUE,Latin America & the Caribbean,2025,82.8,74
UAE,Dubai,ARE,ARE_DUB,Middle East & North Africa,2025,82.5,75
Poland,Warsaw,POL,POL_WAR,Eastern Europe,2025,81.8,76
Uruguay,Montevideo,URY,URY_MON,Latin America & the Caribbean,2025,81.2,77
Chile,Santiago,CHL,CHL_SAN,Latin America & the Caribbean,2025,80.8,78
Taiwan,Taichung,TWN,TWN_TCH,Asia & Australasia,2025,80.7,79
Puerto Rico,San Juan,PRI,PRI_SAN,Latin America & the Caribbean,2025,78.8,80
China,Beijing,CHN,CHN_BEI,Asia & Australasia,2025,78.8,80
China,Nantong,CHN,CHN_NAN,Asia & Australasia,2025,78.7,82
Northern Mariana Islands,Saipan (US territory),USA,USA_SAI,North America,2025,78.2,83
China,Suzhou,CHN,CHN_SUZ,Asia & Australasia,2025,78.2,83
Greece,Athens,GRC,GRC_ATH,Western Europe,2025,78.1,85
China,Hangzhou,CHN,CHN_HAN,Asia & Australasia,2025,77.9,86
China,Shenyang,CHN,CHN_SHE,Asia & Australasia,2025,77.8,87
China,Tianjin,CHN,CHN_TIA,Asia & Australasia,2025,77.4,88
China,Shanghai,CHN,CHN_SHA,Asia & Australasia,2025,77.1,89
New Caledonia,NoumÃ©a,NCL,NCL_NOU,Asia & Australasia,2025,76.8,90
China,Wuhan,CHN,CHN_WUH,Asia & Australasia,2025,76.7,91
China,Shenzhen,CHN,CHN_SHE,Asia & Australasia,2025,75.4,92
Kuwait,Kuwait City,KWT,KWT_KUW,Middle East & North Africa,2025,74.6,93
Serbia,Belgrade,SRB,SRB_BEL,Eastern Europe,2025,74.6,93
Romania,Bucharest,ROU,ROU_BUC,Eastern Europe,2025,74.5,95
Malaysia,Kuala Lumpur,MYS,MYS_KUA,Asia & Australasia,2025,74.3,96
Peru,Lima,PER,PER_LIM,Latin America & the Caribbean,2025,74.2,97
Russia,Moscow,RUS,RUS_MOS,Eastern Europe,2025,73.9,98
Costa Rica,San JosÃ©,CRI,CRI_SAN,Latin America & the Caribbean,2025,73.9,98
China,Fuzhou,CHN,CHN_FUZ,Asia & Australasia,2025,73.8,100
Qatar,Doha,QAT,QAT_DOH,Middle East & North Africa,2025,73.4,101
China,Nanjing,CHN,CHN_NJG,Asia & Australasia,2025,73.2,102
Bulgaria,Sofia,BGR,BGR_SOF,Eastern Europe,2025,73.1,103
China,Dalian,CHN,CHN_DAL,Asia & Australasia,2025,72.9,104
China,Xian,CHN,CHN_XIA,Asia & Australasia,2025,72.6,105
Bahrain,Bahrain,BHR,BHR_BAH,Middle East & North Africa,2025,72.2,106
China,Guangzhou,CHN,CHN_GUA,Asia & Australasia,2025,72.1,107
China,Zhuhai,CHN,CHN_ZHU,Asia & Australasia,2025,71.5,108
Oman,Muscat,OMN,OMN_MUS,Middle East & North Africa,2025,71.4,109
China,Wuxi,CHN,CHN_WUX,Asia & Australasia,2025,71.3,110
South Africa,Johannesburg,ZAF,ZAF_JOH,Sub-Saharan Africa,2025,70.9,111
Brazil,Rio de Janeiro,BRA,BRA_RIO,Latin America & the Caribbean,2025,70.9,111
Russia,St Petersburg,RUS,RUS_ST,Eastern Europe,2025,70.7,113
Israel,Tel Aviv,ISR,ISR_TEL,Middle East & North Africa,2025,70.7,113
Brazil,SÃ£o Paulo,BRA,BRA_SAO,Latin America & the Caribbean,2025,70.0,115
China,ChÃ³ngqÃ¬ng,CHN,CHN_CHO,Asia & Australasia,2025,69.4,116
Thailand,Bangkok,THA,THA_BAN,Asia & Australasia,2025,69.4,116
China,Qingdao,CHN,CHN_QIN,Asia & Australasia,2025,69.3,118
Panama,Panama City,PAN,PAN_PAN,Latin America & the Caribbean,2025,69.3,118
South Africa,Pretoria,ZAF,ZAF_PRE,Sub-Saharan Africa,2025,69.3,118
Malaysia,Penang,MYS,MYS_PEN,Asia & Australasia,2025,68.2,121
Brunei,Bandar Seri Begawan,BRN,BRN_BAN,Asia & Australasia,2025,67.5,122
Kazakhstan,Almaty,KAZ,KAZ_ALM,Eastern Europe,2025,67.5,122
Saudi Arabia,Riyadh,SAU,SAU_RIY,Middle East & North Africa,2025,66.5,124
Paraguay,AsunciÃ³n,PRY,PRY_ASU,Latin America & the Caribbean,2025,66.4,125
Mexico,Monterrey,MEX,MEX_MON,Latin America & the Caribbean,2025,65.7,126
China,Dongguan,CHN,CHN_DON,Asia & Australasia,2025,64.7,127
Saudi Arabia,Jeddah,SAU,SAU_JED,Middle East & North Africa,2025,64.7,127
Vietnam,Hanoi,VNM,VNM_HAN,Asia & Australasia,2025,63.9,129
Thailand,Chiang Mai,THA,THA_CHM,Asia & Australasia,2025,63.8,130
Ecuador,Quito,ECU,ECU_QUI,Latin America & the Caribbean,2025,63.2,131
Jordan,Amman,JOR,JOR_AMM,Middle East & North Africa,2025,62.9,132
Indonesia,Jakarta,IDN,IDN_JAK,Asia & Australasia,2025,62.9,132
Brazil,Manaus,BRA,BRA_MAN,Latin America & the Caribbean,2025,62.5,134
Saudi Arabia,Al Khobar,SAU,SAU_AL,Middle East & North Africa,2025,62.4,135
Azerbaijan,Baku,AZE,AZE_BAK,Eastern Europe,2025,61.9,136
Vietnam,Ho Chi Minh City,VNM,VNM_HO,Asia & Australasia,2025,61.9,136
Philippines,Manila,PHL,PHL_MAN,Asia & Australasia,2025,61.7,138
Colombia,BogotÃ¡,COL,COL_BOG,Latin America & the Caribbean,2025,61.2,139
Mexico,Santiago de QuerÃ©taro,MEX,MEX_SDQ,Latin America & the Caribbean,2025,61.2,139
Tunisia,Tunis,TUN,TUN_TUN,Middle East & North Africa,2025,61.0,141
Mexico,Mexico City,MEX,MEX_MEX,Latin America & the Caribbean,2025,60.9,142
Morocco,Casablanca,MAR,MAR_CAS,Middle East & North Africa,2025,60.6,143
Turkey,Istanbul,TUR,TUR_IST,Eastern Europe,2025,59.4,144
India,New Delhi,IND,IND_NEW,Asia & Australasia,2025,59.1,145
India,Mumbai,IND,IND_MUM,Asia & Australasia,2025,58.3,146
India,Bangalore,IND,IND_BAN,Asia & Australasia,2025,58.3,146
India,Chennai,IND,IND_CHE,Asia & Australasia,2025,58.1,148
Kenya,Nairobi,KEN,KEN_NAI,Sub-Saharan Africa,2025,57.6,149
India,Ahmedabad,IND,IND_AHM,Asia & Australasia,2025,57.1,150
Indonesia,Surabaya,IDN,IDN_SUR,Asia & Australasia,2025,57.1,150
Guatemala,Guatemala City,GTM,GTM_GUA,Latin America & the Caribbean,2025,56.5,152
Mexico,Aguascalientes,MEX,MEX_AGU,Latin America & the Caribbean,2025,56.5,152
Nepal,Kathmandu,NPL,NPL_KAT,Asia & Australasia,2025,55.9,154
Cambodia,Phnom Penh,KHM,KHM_PHN,Asia & Australasia,2025,55.5,155
Egypt,Cairo,EGY,EGY_CAI,Middle East & North Africa,2025,54.1,156
Cote d'Ivoire,Abidjan,CIV,CIV_ABI,Sub-Saharan Africa,2025,54.1,156
Uzbekistan,Tashkent,UZB,UZB_TAS,Eastern Europe,2025,53.9,158
Sri Lanka,Colombo,LKA,LKA_COL,Asia & Australasia,2025,53.0,159
Zambia,Lusaka,ZMB,ZMB_LUS,Sub-Saharan Africa,2025,52.2,160
Senegal,Dakar,SEN,SEN_DAK,Sub-Saharan Africa,2025,51.5,161
Iran,Tehran,IRN,IRN_TEH,Middle East & North Africa,2025,46.6,162
Cameroon,Douala,CMR,CMR_DOU,Sub-Saharan Africa,2025,46.4,163
Venezuela,Caracas,VEN,VEN_CAR,Latin America & the Caribbean,2025,44.9,164
Ukraine,Kyiv,UKR,UKR_KIE,Eastern Europe,2025,44.5,165
PNG,Port Moresby,PNG,PNG_POR,Asia & Australasia,2025,44.1,166
Zimbabwe,Harare,ZWE,ZWE_HAR,Sub-Saharan Africa,2025,43.8,167
Nigeria,Lagos,NGA,NGA_LAG,Sub-Saharan Africa,2025,43.5,168
Algeria,Algiers,DZA,DZA_ALG,Middle East & North Africa,2025,42.8,169
Pakistan,Karachi,PAK,PAK_KAR,Asia & Australasia,2025,42.7,170
Bangladesh,Dhaka,BGD,BGD_DHA,Asia & Australasia,2025,41.7,171
Libya,Tripoli,LBY,LBY_TRI,Middle East & North Africa,2025,40.1,172
Syria,Damascus,SYR,SYR_DAM,Middle East & North Africa,2025,30.7,173
Austria,Vienna,AUT,AUT_VIE,Western Europe,2024,98.4,1
Denmark,Copenhagen,DNK,DNK_COP,Western Europe,2024,98.0,2
Switzerland,Zurich,CHE,CHE_ZUR,Western Europe,2024,97.1,3
Australia,Melbourne,AUS,AUS_MEL,Asia & Australasia,2024,97.0,4
Canada,Calgary,CAN,CAN_CAL,North America,2024,96.8,5
Switzerland,Geneva,CHE,CHE_GEN,Western Europe,2024,96.8,5
Australia,Sydney,AUS,AUS_SYD,Asia & Australasia,2024,96.6,7
Canada,Vancouver,CAN,CAN_VAN,North America,2024,96.6,7
Japan,Osaka,JPN,JPN_OSA,Asia & Australasia,2024,96.0,9
New Zealand,Auckland,NZL,NZL_AUC,Asia & Australasia,2024,96.0,9
Australia,Adelaide,AUS,AUS_ADE,Asia & Australasia,2024,95.9,11
Canada,Toronto,CAN,CAN_TOR,North America,2024,95.8,12
Finland,Helsinki,FIN,FIN_HEL,Western Europe,2024,95.6,13
Japan,Tokyo,JPN,JPN_TOK,Asia & Australasia,2024,95.5,14
Australia,Perth,AUS,AUS_PER,Asia & Australasia,2024,95.2,15
Australia,Brisbane,AUS,AUS_BRI,Asia & Australasia,2024,95.0,16
Germany,Frankfurt,DEU,DEU_FRA,Western Europe,2024,94.9,17
Luxembourg,Luxembourg,LUX,LUX_LUX,Western Europe,2024,94.9,17
Netherlands,Amsterdam,NLD,NLD_AMS,Western Europe,2024,94.6,19
New Zealand,Wellington,NZL,NZL_WEL,Asia & Australasia,2024,93.7,20
Germany,Berlin,DEU,DEU_BER,Western Europe,2024,93.6,21
France,Paris,FRA,FRA_PAR,Western Europe,2024,93.6,21
US,Honolulu,USA,USA_HON,North America,2024,93.4,23
Canada,Montreal,CAN,CAN_MON,North America,2024,93.4,23
Norway,Oslo,NOR,NOR_OSL,Western Europe,2024,93.4,23
Singapore,Singapore,SGP,SGP_SIN,Asia & Australasia,2024,92.9,26
Germany,Munich,DEU,DEU_MUN,Western Europe,2024,92.7,27
Germany,Hamburg,DEU,DEU_HAM,Western Europe,2024,92.7,27
US,Atlanta,USA,USA_ATL,North America,2024,92.3,29
Germany,Stuttgart,DEU,DEU_STU,Western Europe,2024,92.1,30
US,Pittsburgh,USA,USA_PIT,North America,2024,92.1,30
Hungary,Budapest,HUN,HUN_BUD,Eastern Europe,2024,92.0,32
Germany,Dusseldorf,DEU,DEU_DUS,Western Europe,2024,91.9,33
US,Seattle,USA,USA_SEA,North America,2024,91.6,34
Belgium,Brussels,BEL,BEL_BRU,Western Europe,2024,91.4,35
Spain,Barcelona,ESP,ESP_BAR,Western Europe,2024,91.4,35
France,Lyon,FRA,FRA_LYO,Western Europe,2024,91.3,37
US,"Washington, DC",USA,USA_WAS,North America,2024,91.2,38
Ireland,Dublin,IRL,IRL_DUB,Western Europe,2024,91.1,39
US,Chicago,USA,USA_CHI,North America,2024,91.1,39
Spain,Madrid,ESP,ESP_MAD,Western Europe,2024,91.1,39
Sweden,Stockholm,SWE,SWE_STO,Western Europe,2024,90.8,42
UK,Manchester,GBR,GBR_MAN,Western Europe,2024,90.6,43
Netherlands,Rotterdam,NLD,NLD_ROT,Western Europe,2024,90.6,43
US,Boston,USA,USA_BOS,North America,2024,90.5,45
UK,London,GBR,GBR_LON,Western Europe,2024,90.5,45
US,Miami,USA,USA_MIA,North America,2024,90.4,47
US,Portland,USA,USA_POR,North America,2024,90.4,47
US,San Francisco,USA,USA_SAN,North America,2024,90.3,49
US,Minneapolis,USA,USA_MIN,North America,2024,90.2,50
Hong Kong,Hong Kong,HKG,CHN_HON,Asia & Australasia,2024,90.2,50
Italy,Milan,ITA,ITA_MIL,Western Europe,2024,89.5,52
US,Charlotte,USA,USA_CHA,North America,2024,89.4,53
US,Indianapolis,USA,USA_IND,North America,2024,89.4,53
Iceland,Reykjavik,ISL,ISL_REY,Western Europe,2024,89.2,55
Portugal,Lisbon,PRT,PRT_LIS,Western Europe,2024,89.0,56
US,"Fort Lee, NJ",USA,USA_FTL,North America,2024,88.7,57
US,Los Angeles,USA,USA_LOS,North America,2024,88.6,58
United Kingdom,Edinburgh,GBR,GBR_EDI,Western Europe,2024,88.5,59
US,Cleveland,USA,USA_CLE,North America,2024,88.5,59
South Korea,Seoul,KOR,KOR_SEO,Asia & Australasia,2024,88.5,59
US,San Diego,USA,USA_SDG,North America,2024,88.1,62
Italy,Rome,ITA,ITA_ROM,Western Europe,2024,87.7,63
US,Houston,USA,USA_HOU,North America,2024,87.6,64
South Korea,Busan,KOR,KOR_BUS,Asia & Australasia,2024,86.7,65
Taiwan,Taipei,TWN,TWN_TAI,Asia & Australasia,2024,86.6,66
US,Detroit,USA,USA_DET,North America,2024,86.3,67
Czech Rep,Prague,CZE,CZE_PRA,Eastern Europe,2024,85.6,68
Slovakia,Bratislava,SVK,SVK_BRA,Eastern Europe,2024,85.5,69
US,New York,USA,USA_NEW,North America,2024,85.4,70
US,Lexington,USA,USA_LEX,North America,2024,84.4,71
Taiwan,"Kaohsiung, Metro",TWN,TWN_KAO,Asia & Australasia,2024,84.2,72
Argentina,Buenos Aires,ARG,ARG_BUE,Latin America & the Caribbean,2024,82.8,73
Taiwan,Taichung,TWN,TWN_TCH,Asia & Australasia,2024,82.0,74
Poland,Warsaw,POL,POL_WAR,Eastern Europe,2024,81.8,75
UAE,Abu Dhabi,ARE,ARE_ABU,Middle East & North Africa,2024,81.7,76
Uruguay,Montevideo,URY,URY_MON,Latin America & the Caribbean,2024,81.2,77
Chile,Santiago,CHL,CHL_SAN,Latin America & the Caribbean,2024,80.8,78
UAE,Dubai,ARE,ARE_DUB,Middle East & North Africa,2024,80.8,78
New Caledonia,NoumÃ©a,NCL,NCL_NOU,Asia & Australasia,2024,79.3,80
Puerto Rico,San Juan,PRI,PRI_SAN,Latin America & the Caribbean,2024,78.8,81
China,Beijing,CHN,CHN_BEI,Asia & Australasia,2024,78.8,81
China,Nantong,CHN,CHN_NAN,Asia & Australasia,2024,78.7,83
US,Saipan (US territory),USA,USA_SAI,North America,2024,78.2,84
China,Suzhou,CHN,CHN_SUZ,Asia & Australasia,2024,78.2,84
China,Hangzhou,CHN,CHN_HAN,Asia & Australasia,2024,77.9,86
China,Shenyang,CHN,CHN_SHE,Asia & Australasia,2024,77.8,87
China,Tianjin,CHN,CHN_TIA,Asia & Australasia,2024,77.4,88
China,Shanghai,CHN,CHN_SHA,Asia & Australasia,2024,77.1,89
China,Wuhan,CHN,CHN_WUH,Asia & Australasia,2024,76.7,90
Greece,Athens,GRC,GRC_ATH,Western Europe,2024,75.6,91
China,Shenzhen,CHN,CHN_SHE,Asia & Australasia,2024,75.4,92
Kuwait,Kuwait City,KWT,KWT_KUW,Middle East & North Africa,2024,74.6,93
Romania,Bucharest,ROU,ROU_BUC,Eastern Europe,2024,74.5,94
Serbia,Belgrade,SRB,SRB_BEL,Eastern Europe,2024,74.5,94
Malaysia,Kuala Lumpur,MYS,MYS_KUA,Asia & Australasia,2024,74.3,96
Peru,Lima,PER,PER_LIM,Latin America & the Caribbean,2024,74.2,97
Russia,Moscow,RUS,RUS_MOS,Eastern Europe,2024,73.9,98
China,Fuzhou,CHN,CHN_FUZ,Asia & Australasia,2024,73.8,99
Costa Rica,San JosÃ©,CRI,CRI_SAN,Latin America & the Caribbean,2024,73.6,100
Qatar,Doha,QAT,QAT_DOH,Middle East & North Africa,2024,73.4,101
China,Nanjing,CHN,CHN_NJG,Asia & Australasia,2024,73.2,102
Bulgaria,Sofia,BGR,BGR_SOF,Eastern Europe,2024,73.1,103
China,Dalian,CHN,CHN_DAL,Asia & Australasia,2024,72.9,104
China,Xian,CHN,CHN_XIA,Asia & Australasia,2024,72.6,105
Bahrain,Bahrain,BHR,BHR_BAH,Middle East & North Africa,2024,72.2,106
China,Guangzhou,CHN,CHN_GUA,Asia & Australasia,2024,72.1,107
China,Zhuhai,CHN,CHN_ZHU,Asia & Australasia,2024,71.5,108
Oman,Muscat,OMN,OMN_MUS,Middle East & North Africa,2024,71.4,109
China,Wuxi,CHN,CHN_WUX,Asia & Australasia,2024,71.3,110
South Africa,Johannesburg,ZAF,ZAF_JOH,Sub-Saharan Africa,2024,70.9,111
Israel,Tel Aviv,ISR,ISR_TEL,Middle East & North Africa,2024,70.7,112
Russia,St Petersburg,RUS,RUS_ST,Eastern Europe,2024,70.7,112
Brazil,Rio de Janeiro,BRA,BRA_RIO,Latin America & the Caribbean,2024,70.2,114
China,ChÃ³ngqÃ¬ng,CHN,CHN_CHO,Asia & Australasia,2024,69.4,115
Brazil,SÃ£o Paulo,BRA,BRA_SAO,Latin America & the Caribbean,2024,69.3,116
China,Qingdao,CHN,CHN_QIN,Asia & Australasia,2024,69.3,116
Panama,Panama City,PAN,PAN_PAN,Latin America & the Caribbean,2024,69.3,116
South Africa,Pretoria,ZAF,ZAF_PRE,Sub-Saharan Africa,2024,69.3,116
Malaysia,Penang,MYS,MYS_PEN,Asia & Australasia,2024,68.2,120
Brunei,Bandar Seri Begawan,BRN,BRN_BAN,Asia & Australasia,2024,67.5,121
Thailand,Bangkok,THA,THA_BAN,Asia & Australasia,2024,66.9,122
Paraguay,AsunciÃ³n,PRY,PRY_ASU,Latin America & the Caribbean,2024,66.4,123
Kazakhstan,Almaty,KAZ,KAZ_ALM,Eastern Europe,2024,66.1,124
Mexico,Monterrey,MEX,MEX_MON,Latin America & the Caribbean,2024,65.7,125
Saudi Arabia,Riyadh,SAU,SAU_RIY,Middle East & North Africa,2024,64.9,126
China,Dongguan,CHN,CHN_DON,Asia & Australasia,2024,64.7,127
Vietnam,Hanoi,VNM,VNM_HAN,Asia & Australasia,2024,63.9,128
Ecuador,Quito,ECU,ECU_QUI,Latin America & the Caribbean,2024,63.6,129
Saudi Arabia,Jeddah,SAU,SAU_JED,Middle East & North Africa,2024,63.0,130
Jordan,Amman,JOR,JOR_AMM,Middle East & North Africa,2024,62.9,131
Brazil,Manaus,BRA,BRA_MAN,Latin America & the Caribbean,2024,62.5,132
Azerbaijan,Baku,AZE,AZE_BAK,Eastern Europe,2024,61.9,133
Vietnam,Ho Chi Minh City,VNM,VNM_HO,Asia & Australasia,2024,61.9,133
Philippines,Manila,PHL,PHL_MAN,Asia & Australasia,2024,61.7,135
Thailand,Chiang Mai,THA,THA_CHM,Asia & Australasia,2024,61.3,136
Colombia,BogotÃ¡,COL,COL_BOG,Latin America & the Caribbean,2024,61.2,137
Mexico,Santiago de QuerÃ©taro,MEX,MEX_SDQ,Latin America & the Caribbean,2024,61.2,137
Mexico,Mexico City,MEX,MEX_MEX,Latin America & the Caribbean,2024,60.9,139
Tunisia,Tunis,TUN,TUN_TUN,Middle East & North Africa,2024,60.8,140
Morocco,Casablanca,MAR,MAR_CAS,Middle East & North Africa,2024,60.6,141
Indonesia,Jakarta,IDN,IDN_JAK,Asia & Australasia,2024,60.4,142
India,New Delhi,IND,IND_NEW,Asia & Australasia,2024,60.4,142
India,Mumbai,IND,IND_MUM,Asia & Australasia,2024,59.6,144
India,Bangalore,IND,IND_BAN,Asia & Australasia,2024,59.5,145
Turkey,Istanbul,TUR,TUR_IST,Eastern Europe,2024,59.4,146
India,Chennai,IND,IND_CHE,Asia & Australasia,2024,59.3,147
Saudi Arabia,Al Khobar,SAU,SAU_AL,Middle East & North Africa,2024,59.0,148
India,Ahmedabad,IND,IND_AHM,Asia & Australasia,2024,58.4,149
Kenya,Nairobi,KEN,KEN_NAI,Sub-Saharan Africa,2024,56.9,150
Guatemala,Guatemala City,GTM,GTM_GUA,Latin America & the Caribbean,2024,56.5,151
Mexico,Aguascalientes,MEX,MEX_AGU,Latin America & the Caribbean,2024,56.5,151
Indonesia,Surabaya,IDN,IDN_SUR,Asia & Australasia,2024,55.9,153
Nepal,Kathmandu,NPL,NPL_KAT,Asia & Australasia,2024,55.9,153
Cambodia,Phnom Penh,KHM,KHM_PHN,Asia & Australasia,2024,54.7,155
Egypt,Cairo,EGY,EGY_CAI,Middle East & North Africa,2024,54.1,156
Uzbekistan,Tashkent,UZB,UZB_TAS,Eastern Europe,2024,53.9,157
Sri Lanka,Colombo,LKA,LKA_COL,Asia & Australasia,2024,53.0,158
Cote d'Ivoire,Abidjan,CIV,CIV_ABI,Sub-Saharan Africa,2024,52.6,159
Zambia,Lusaka,ZMB,ZMB_LUS,Sub-Saharan Africa,2024,52.2,160
Senegal,Dakar,SEN,SEN_DAK,Sub-Saharan Africa,2024,51.5,161
Iran,Tehran,IRN,IRN_TEH,Middle East & North Africa,2024,47.8,162
Cameroon,Douala,CMR,CMR_DOU,Sub-Saharan Africa,2024,46.4,163
Venezuela,Caracas,VEN,VEN_CAR,Latin America & the Caribbean,2024,44.9,164
Ukraine,Kyiv,UKR,UKR_KIE,Eastern Europe,2024,44.5,165
